ID,ROI,Area,X,Y,Mean_CD34,StDev_CD34,Mode_CD34,Min_CD34,Max_CD34,Median_CD34,Skew_CD34,Kurt_CD34,Background_CD34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_Nppb,StDev_Nppb,Mode_Nppb,Min_Nppb,Max_Nppb,Median_Nppb,Skew_Nppb,Kurt_Nppb,Background_Nppb,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_nefh,StDev_nefh,Mode_nefh,Min_nefh,Max_nefh,Median_nefh,Skew_nefh,Kurt_nefh,Background_nefh,Mean_S100b,StDev_S100b,Mode_S100b,Min_S100b,Max_S100b,Median_S100b,Skew_S100b,Kurt_S100b,Background_S100b,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_sstr2,StDev_sstr2,Mode_sstr2,Min_sstr2,Max_sstr2,Median_sstr2,Skew_sstr2,Kurt_sstr2,Background_sstr2,Mean_Fxyd2,StDev_Fxyd2,Mode_Fxyd2,Min_Fxyd2,Max_Fxyd2,Median_Fxyd2,Skew_Fxyd2,Kurt_Fxyd2,Background_Fxyd2,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Cellstack,Thumbnail
20,0031-0401,207,349.2005,401.5483,164.7295,42.9198,157,70,255,157,0.407,-0.4714,60.1413,28.4638,27.8227,0,0,142,22,1.1195,1.1386,38.8366,51.5121,19.7452,48,12,121,48,1.0259,1.3528,45.385,106.8406,35.4494,99,24,211,105,0.2215,-0.2855,77.7645,61.8841,25.6579,75,15,135,60,0.3583,-0.1329,58.4626,13.5459,2.5384,13,7,20,13,0.1016,-0.09791,12.3407,17.5507,3.3277,17,10,31,17,0.8708,1.3548,20.5623,4.9807,4.7704,3,2,30,3,3.4029,11.7967,7.9474,20.5362,5.5832,18,8,39,20,0.4738,0.2763,26.5706,21.6715,3.9164,19,10,33,21,0.2945,0.08515,21.0055,28.9517,4.5054,29,17,44,29,0.06141,0.1404,26.1856,65.4444,21.5158,62,10,109,66,-0.5063,-0.05744,36.5956,20.9952,4.093,19,14,45,20,2.9531,13.7531,30.1717,44.0435,10.2533,37,26,83,41,0.8927,0.9198,42.8199,26.2512,6.0783,26,14,49,26,0.4779,0.2899,37.3878,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\21_0031-0401.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\21_0031-0401.tif
21,0032-0398,44,442.7045,398.6364,173.6591,36.875,135,97,255,173,0.3566,-0.193,60.2392,17.9091,19.6325,0,0,67,15,0.8355,-0.4932,28.6364,35.4545,11.8468,36,12,72,36,0.8244,1.4996,30.4306,88.9773,21.5638,80,37,130,87,-0.3418,-0.03041,42.2536,46.7045,22.2288,45,15,105,45,0.3234,-0.2993,39.689,11.5909,1.8841,12,8,15,12,-0.2169,-0.4833,11.3445,16.6364,2.6684,15,13,24,16,0.9015,0.5705,16.4019,3.2045,0.5937,3,3,5,3,2.621,5.0488,3.378,18.4773,4.2013,15,9,27,18,0.3475,-0.3876,20.0431,20.3409,3.3267,22,15,26,21,-0.09549,-1.113,18.799,25.5909,4.4162,29,14,34,26,-0.2277,-0.08675,25.3923,67.7955,8.647,65,49,87,66,0.3269,-0.4002,28.6794,17.9773,2.0287,18,13,21,18,-0.5436,-0.4504,19.6794,43.4091,7.4532,42,32,65,42,0.8039,0.5773,31.4402,24.0227,6.6209,21,13,38,23,0.2737,-0.5999,22.2249,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\22_0032-0398.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\22_0032-0398.tif
22,0034-0402,41,451.378,402.6951,174.4146,53.2297,255,86,255,162,0.2952,-1.2016,62.3445,16.4878,21.6022,0,0,67,7,1.0556,-0.2317,30.7943,35.122,9.0559,36,12,48,36,-0.2346,-0.3848,32.2105,121.3415,50.0228,68,43,230,124,0.1845,-0.9545,90.2727,47.9268,25.5924,45,0,120,45,0.4257,0.2724,46.1483,11.0244,1.557,10,8,14,11,0.4017,-0.5637,11.4067,15.8049,2.1705,15,11,20,16,-0.1025,-0.6231,16.1914,6.439,3.7017,3,2,14,5,0.8057,-0.6513,6.689,19.8537,5.9437,16,9,34,18,0.8957,0.2328,25.2536,19.3415,3.561,16,14,27,19,0.5027,-0.8065,18.7703,23.1951,4.1305,24,14,29,24,-0.52,-0.6419,23.6411,82.3415,29.2349,91,36,149,73,0.3675,-0.8586,49.3589,22.1707,5.6961,20,14,44,21,1.7144,4.0331,31.0813,47.3659,12.9475,36,28,74,46,0.4155,-0.8982,47.1196,28.6341,10.5303,24,17,57,25,1.4657,1.2455,42.9522,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\23_0034-0402.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\23_0034-0402.tif
23,0036-0410,108,476.2222,410.3519,163.4537,49.3008,124,48,255,162,0.1336,-0.8644,52.3323,24.4537,24.7991,0,0,120,22,1.151,1.4698,36.4935,35.8889,11.773,36,12,72,36,0.4361,-0.1025,28.7258,97.1111,28.5056,87,43,180,93,0.5087,0.0852,66.2742,57.7778,24.5933,60,0,120,60,-0.3106,-0.2303,42.9677,12.037,2.2084,10,7,17,12,0.0837,-0.7968,10.4645,16.6944,2.61,14,11,23,17,0.06139,-0.482,19.8484,3.4167,0.9082,3,2,6,3,1.9414,2.5704,3.3258,19.9907,5.9617,18,8,34,20,0.1389,-0.7915,17.4065,19.4907,4.3006,16,12,31,19,0.6836,-0.02473,17.929,25.8889,4.6228,24,13,38,26,0.08329,-0.0634,20.5677,59.0185,18.4821,59,31,111,57,1.0524,0.7194,42.0129,19.7407,2.8395,19,14,30,19,1.0568,1.5308,31.6419,38.9074,7.0982,36,24,73,38,1.5647,4.8548,44.8677,25.8426,6.407,27,13,43,26,0.3699,0.1912,41.1613,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\24_0036-0410.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\24_0036-0410.tif
24,0037-0408,5,1937.3,408.3,152.6,31.9578,103,103,184,162,-0.7134,-0.8358,78.1811,22.4,22.3338,0,0,52,30,0.1087,-1.395,27.8583,45.6,5.3666,48,36,48,48,-1.5,0.25,38.2756,85.4,15.4045,99,62,99,87,-0.6068,-0.9517,44.2283,69,32.8634,60,30,120,60,0.5677,-0.5638,46.063,12.2,1.0954,12,11,14,12,0.8675,-0.2708,12.2047,17.6,1.1402,18,16,19,18,-0.2715,-1.0444,16.748,3.2,1.0954,3,2,5,3,0.8675,-0.2708,3.252,20.2,3.5637,16,16,24,21,-0.1823,-1.6701,18.8031,20.8,2.1679,20,18,23,20,-0.04608,-1.4561,19.5591,32.4,4.7223,26,26,37,34,-0.4071,-1.4707,27.6378,47.6,9.3702,35,35,57,50,-0.3527,-1.4619,29.8504,21.2,0.8367,21,20,22,21,-0.3436,-1.1531,21.2283,46.2,5.933,40,40,54,46,0.2014,-1.4568,33.378,29.2,10.4738,20,20,42,24,0.3814,-1.741,25.4961,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\25_0037-0408.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\25_0037-0408.tif
25,0038-0412,126,2718.3095,412.119,174.2778,41.2876,146,75,255,168,0.4397,-0.5481,50.1331,21.4921,24.6748,0,0,112,15,1.2711,1.2067,66.3959,41.1429,13.1828,48,12,72,48,-0.03561,-0.6659,35.9625,138.4444,31.8224,136,74,217,136,0.5311,-0.07423,75.3652,57.5,25.3673,60,0,120,60,-0.1555,-0.4457,52.372,12.873,1.6443,13,10,18,13,0.28,-0.04587,11.9727,16.6905,2.107,17,13,23,17,0.5513,0.04325,22.9795,4.5079,2.8503,3,2,20,3,2.7618,8.8361,6.8703,19.5079,4.7307,16,7,31,19,0.1003,-0.126,20.1331,20.6746,2.8729,20,15,28,20,0.08484,-0.6993,20.1024,29.1667,4.9165,27,20,50,29,0.9654,2.4024,23.372,66.3175,20.0115,72,12,105,70,-0.6397,0.2334,46.8055,21.0556,3.3282,19,14,34,21,0.9369,1.5109,28.7235,49.2302,11.3681,37,30,93,47,0.9541,0.9465,49.9625,27.7143,8.1406,25,13,74,28,1.8333,8.1694,53.4846,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\26_0038-0412.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\26_0038-0412.tif
26,0041-0425,293,583.442,426.0427,193.8737,52.2078,255,54,255,200,-0.3567,-1.0816,44.1827,19.6416,22.2692,0,0,105,15,1.142,0.98,29.3606,37.3549,13.0991,36,12,85,36,0.3714,0.2692,30.6659,104.9727,33.923,118,31,217,105,0.4551,0.4162,29.2668,53.6007,23.2855,60,0,120,60,0.1434,-0.2912,39.8798,12.198,1.9378,12,7,19,12,0.3727,0.3502,11.3678,18.3823,4.4565,16,12,40,17,2.1957,6.1852,25.6082,4.9215,3.9816,3,2,31,3,3.4734,15.0113,5.863,21.1024,5.8529,22,10,57,21,1.3447,4.9756,25.0721,19.8635,3.4005,18,9,32,20,0.1717,-0.02712,18.0505,28.2662,5.2738,24,16,46,28,0.2616,-0.3415,25.6875,80.587,28.624,85,11,145,82,-0.3646,-0.327,18.1611,18.9386,3.2692,19,11,27,19,0.1065,-0.2469,19.976,42.5188,11.4115,39,24,108,41,1.6282,5.2492,30.2596,24.6109,7.0956,18,6,50,24,0.1134,-0.0637,22.024,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\27_0041-0425.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\27_0041-0425.tif
27,0042-0425,32,1854.375,424.375,164.8125,36.5464,168,97,255,168,0.1279,-0.3069,61.6746,31.375,28.4647,37,0,150,30,2.2687,7.4956,39.7847,39.0312,15.6359,48,12,85,36,0.3805,0.8096,39.1627,122.8438,45.8118,111,55,223,111,0.8769,-0.1366,73.2775,78.75,22.2159,90,45,120,75,0.227,-0.7725,56.6268,12.1562,1.4615,12,10,16,12,0.6072,0.1317,11.7703,17.3438,3.065,16,13,26,17,1.1376,1.1015,15.7177,14.125,6.5587,6,6,26,14,0.2755,-1.231,12.3876,40.4062,17.2848,19,16,80,39,0.455,-0.8729,43.5646,18.0938,3.6132,16,11,25,18,-0.06451,-0.7966,17.177,29.7812,5.7571,30,16,42,30,-0.2027,0.795,26.9904,78.6562,29.4384,83,19,135,83,-0.2434,-0.2825,39.0478,26.3125,7.643,18,18,46,25,0.9309,-0.03426,34.7703,47.1875,15.6297,35,28,87,43,0.9965,0.2181,41.3397,42.375,21.6508,29,24,111,34,1.7247,2.1924,43.1675,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\28_0042-0425.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\28_0042-0425.tif
28,0044-0453,88,2789.5455,453.0455,180.8295,42.3459,141,92,255,179,-0.008738,-0.7622,50.1231,35.4545,27.6974,0,0,112,30,0.3331,-0.7134,51.1343,58.6023,17.4531,48,24,121,60,0.8632,1.2682,58.7052,115.4205,28.5491,99,62,192,111,0.4922,-0.3381,65.097,80.625,28.8856,75,15,165,75,0.3034,0.07061,65.7649,15.2045,2.734,16,10,22,15,0.3508,-0.4641,15.041,20.8409,8.0884,17,13,52,19,2.4849,5.6961,35.0448,6.2045,2.2395,6,2,12,6,0.6932,0.5923,6.8993,24.4545,6.9595,20,9,43,23,0.6565,0.08407,29.5,24.8182,3.6876,24,18,37,24,0.4357,0.2606,24.2799,34.9659,5.6618,35,26,50,34,0.5763,-0.2188,29.3993,83.4091,18.9413,72,43,144,83,0.4905,0.5656,43.056,27.6705,10.8402,23,16,82,25,2.577,7.6995,35.0672,42.0909,9.7811,41,26,84,41,1.8788,4.8807,51.2724,38.8068,12.716,31,17,95,37,2.0446,5.7908,53.541,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\29_0044-0453.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\29_0044-0453.tif
29,0045-0474,89,363.7472,474.7697,168.6517,37.4979,162,92,255,168,0.2249,-0.336,60.2809,25.5281,23.5063,0,0,82,15,0.6889,-0.7262,31.6067,45.9888,13.3557,48,24,85,48,0.4521,0.01476,39.1161,92.2022,23.3297,80,37,149,87,0.1551,-0.3207,46.794,58.8202,23.416,75,0,105,60,-0.3916,-0.3796,48.5393,12.3933,2.7905,13,6,22,12,0.4834,0.5974,11.5243,22.427,8.2378,17,12,43,19,1.0086,-0.1491,24.4944,14.9326,10.2234,6,2,49,14,0.9879,0.9319,11.1311,26.7865,10.5728,18,11,56,24,1.2456,0.9001,31.0075,19.4045,3.3768,19,10,27,19,-0.01945,-0.1803,17.8539,26.6629,4.3405,28,16,38,26,0.3245,0.03297,25.6929,50.3596,12.9213,50,29,91,49,0.7086,0.2163,22.2622,20.2022,2.1647,20,13,25,20,-0.2624,0.2656,20.4345,34.8427,4.5149,36,26,46,35,0.2815,-0.5892,30.2772,23.6067,5.4764,25,6,33,24,-0.4767,0.2074,22.1723,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\30_0045-0474.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\30_0045-0474.tif
30,0046-0479,81,393.2407,478.7593,176.3457,47.0139,255,70,255,184,-0.06679,-0.5722,57.6395,31.321,26.0475,0,0,120,30,0.7236,0.3125,43.5775,50.2716,18.3364,60,12,109,48,0.5824,0.6163,45.1589,119.7654,26.9844,105,55,186,118,0.1504,-0.08738,77.8876,62.963,25.9179,60,0,135,60,-0.01502,0.1677,62.1512,12.358,2.204,13,7,19,12,0.2442,0.3817,10.6395,16.2469,2.8396,13,11,25,16,0.3609,-0.2146,19.9031,14.1975,11.8495,6,2,49,9,1.4091,1.0146,22.2946,29.0864,15.8865,23,12,85,23,1.7497,2.6697,48.345,20.0741,4.1406,18,8,30,20,-0.2486,0.04606,17.4612,27.9506,4.9671,22,19,41,28,0.5241,-0.2762,24.2791,82.9383,19.3613,83,36,120,84,-0.3622,-0.3226,54.2054,18.8395,3.4112,20,13,32,19,0.9327,2.0577,34.6667,42.5802,9.2261,43,28,71,42,0.7399,0.46,46.1395,26.0741,7.2349,25,9,43,25,0.2066,-0.3384,44,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\31_0046-0479.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\31_0046-0479.tif
31,0047-0482,106,2679.7925,483.5094,191.8302,50.8247,255,65,255,189,-0.3966,-0.6986,48.702,25.4717,26.4443,0,0,105,22,0.7858,-0.3365,34.851,41.8962,12.3427,36,24,85,36,0.8422,0.8717,39.3046,93.6321,33.1632,87,43,199,87,0.7616,0.3563,74.9768,52.5,22.0308,45,0,120,45,0,0.5262,56.7715,12.0849,1.8419,12,8,17,12,-0.07014,-0.3763,11.4007,16.1132,2.1661,18,11,22,16,0.2152,-0.07867,15.9636,6.3302,5.0554,3,2,32,5,2.9899,9.8321,8.7384,24.566,8.9368,18,12,57,22,1.4025,1.6554,29.9238,20.0094,2.9358,19,9,27,20,-0.3292,1.1889,19.4172,27.6509,4.2874,28,18,38,28,0.02655,-0.6226,26.255,61.9906,24.9367,34,7,115,61,-0.0804,-0.6674,44.9901,22.3962,3.7179,23,15,37,22,0.9635,2.3785,33.7682,39.7642,7.5246,34,27,64,39,0.9217,0.7255,47.4305,31.2925,11.2131,28,15,76,28,1.8232,3.682,42.6192,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\32_0047-0482.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\32_0047-0482.tif
32,0048-0483,125,2761.58,483.908,168.576,48.0711,255,70,255,157,0.2834,-0.8564,50.1733,30.552,26.6829,0,0,120,30,0.6364,-0.09938,39.6967,48.888,14.8608,36,24,97,48,0.4912,0.3944,39.8033,108.352,28.312,124,55,205,105,0.3716,0.31,81.9667,65.88,23.7855,60,15,120,60,0.2413,-0.5951,54.5,13.456,2.03,13,9,19,13,0.4937,0.1573,12.5667,17.512,2.0424,18,13,25,17,0.5786,0.8768,18.1033,4.104,1.2941,4,2,7,4,0.2768,-0.47,3.51,22.616,4.7226,20,10,35,22,0.1366,0.1123,21.27,22.296,2.7592,22,17,32,22,0.4184,0.41,22.54,30.304,5.5084,29,18,48,29,0.4499,0.2068,26.9167,80.368,18.846,79,44,126,80,0.1091,-0.6971,54.47,30.184,21.9601,24,16,164,24,3.647,14.8097,45.5733,48.648,12.0986,48,30,96,47,1.396,2.5849,53.0133,34.744,11.9764,33,11,86,33,1.4186,2.737,57.7333,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\33_0048-0483.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\33_0048-0483.tif
33,0050-0493,103,2608.8107,493.5291,169.6408,42.681,168,75,255,168,0.198,-0.5632,54.6656,22.2816,24.8818,0,0,90,15,0.9457,-0.2916,40.6589,43.5922,14.6062,36,12,85,36,0.657,0.1719,39.7057,87.2816,26.6912,105,31,180,87,0.3095,0.3553,35.602,57.5243,25.3879,60,0,120,60,0.1994,-0.1771,47.5585,11.2039,2.5219,13,3,17,12,-0.7915,0.7138,9.2876,14.7767,3.0931,15,7,23,15,-0.277,0.2752,22.7793,11,16.2987,4,2,92,6,3.1933,10.1852,30.2843,26.6505,12.4906,20,12,67,21,1.2452,0.586,35.4916,19.4854,2.3799,20,14,25,20,0.005018,-0.343,18.9398,27.7864,4.7643,27,19,41,27,0.5607,-0.09788,25.6722,52.3107,14.0831,52,20,83,54,-0.269,-0.5619,23.5719,21.2718,2.9279,21,14,30,21,0.2107,0.02067,21.8395,36.7476,7.1232,33,27,60,35,1.1966,1.1172,33.2809,24.3495,5.8506,24,12,39,24,0.1296,-0.4058,24.0167,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\34_0050-0493.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\34_0050-0493.tif
34,0051-0494,110,668.5,493.9455,160.7182,47.5582,179,59,255,162,-0.06855,-0.6863,61.9876,29.3,24.0998,0,0,90,22,0.5468,-0.7373,32.9565,49.2818,17.002,48,24,109,48,0.8859,0.9923,34.5994,102.8909,36.9543,99,31,255,99,1.0057,2.1994,48.0093,67.6364,27.7663,45,0,135,60,0.4433,-0.3153,48.028,13.0455,2.0155,14,7,18,13,-0.1704,0.1157,11.8137,18.1545,2.6826,19,13,29,18,0.4846,1.1728,17.3634,4.5727,1.5472,3,2,8,5,0.229,-0.9369,3.3292,23.0909,6.2992,19,9,37,23,0.1531,-0.5561,20.9658,22.8273,4.3428,24,12,36,23,0.5972,0.7115,20.7795,32.3455,5.754,30,19,49,32,0.3405,0.07792,28.3975,71.8273,21.5099,79,24,114,75,-0.07842,-0.612,30.1988,21.2182,3.5617,21,13,35,21,0.7502,1.5904,21.8851,43.0364,12.748,37,20,89,40,1.6636,3.3207,35.4348,29.9636,7.6036,34,14,49,31,-0.09964,-0.4406,29.1304,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\35_0051-0494.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\35_0051-0494.tif
35,0052-0491,16,203.875,491.25,192.75,45.3468,184,124,255,184,0.06515,-1.4475,53.5732,27,27.3861,0,0,75,22,0.5529,-1.0674,29.1274,48.875,16.9504,48,24,85,48,1.0034,0.4087,34.242,112.5625,20.7428,111,74,155,111,0.3627,0.05097,40.9236,79.6875,26.1068,45,45,120,75,0.1295,-1.2653,42.707,13.0625,3.0434,11,7,18,13,-0.1052,-0.7998,10.6115,17.625,3.2223,17,11,22,19,-0.4526,-0.6596,15.5159,4,1.5055,3,2,6,3,0.4842,-1.5329,3.293,17.875,4.6314,18,12,27,18,0.469,-0.6863,15.2994,20.5625,4.5602,22,15,34,21,1.4606,2.773,16.5159,28.875,5.252,27,18,36,29,-0.5061,-0.4923,23.3822,43.25,9.1833,37,26,61,45,0.06801,-0.6275,27.8854,19.1875,1.9738,20,16,23,20,0.05393,-0.5536,19.5287,38.875,8.1965,34,27,56,37,0.8647,-0.1017,30.7962,28.125,6.7219,23,16,40,28,0.05981,-0.91,19.8917,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\36_0052-0491.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\36_0052-0491.tif
36,0053-0501,187,1283.6872,501.4572,221.385,52.9317,255,54,255,255,-1.5056,1.1925,51.0086,35.7754,32.9958,0,0,165,30,0.7449,0.09556,44.4486,66.9947,19.4962,72,24,133,72,0.387,0.02169,44.1571,156.7166,63.2159,255,24,255,155,-0.06093,-1.0011,32.2543,81.3369,35.4628,90,0,180,75,0.08375,-0.2672,54.1714,13.5829,2.9544,14,4,20,14,-0.2172,0.185,10.8486,17.0535,3.0085,16,8,26,17,0.05541,0.6462,13.9771,18.8503,21.808,6,2,91,9,1.8836,2.5538,26.2314,37.8663,22.7676,24,12,128,30,1.8901,3.2892,57.7486,22.0802,4.3797,21,9,35,22,0.05713,0.16,17.8,33.4439,6.5624,37,14,54,34,0.1841,-0.005625,28.04,66.2193,30.7445,69,5,148,66,0.1576,-0.7171,19.6771,20.9626,3.4351,22,13,29,21,-0.08466,-0.4194,21.74,50.2086,12.212,43,26,92,49,0.1804,-0.233,32.0714,32.1925,7.7248,32,11,58,32,0.04452,0.2881,26.4429,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\37_0053-0501.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\37_0053-0501.tif
37,0054-0501,125,464.508,500.812,177.696,53.4191,255,59,255,173,-0.1207,-0.9424,45.1531,30.648,28.4654,0,0,120,22,0.8063,0.1553,38.5408,57.168,20.4702,60,24,133,60,1.1487,2.0306,43.7857,117.464,32.5655,111,55,199,111,0.2499,-0.6123,28.6565,62.04,26.7613,75,0,120,60,-0.1459,-0.2165,53.6224,12.936,2.4454,13,8,20,13,0.3834,0.1323,11.1973,16.512,2.6537,16,10,23,16,0.1672,-0.1507,14.7041,19.336,12.4861,6,2,45,19,0.1526,-1.4581,15.9286,42.448,22.3846,25,15,102,35,0.8007,-0.4588,47.7381,19.72,3.5935,21,11,29,20,0.0113,-0.1242,17.5918,30.488,6.1652,26,15,48,30,0.2031,-0.1899,27.932,60.592,22.5335,56,11,114,62,0.03089,-0.3148,12.4966,20.856,2.87,21,14,30,21,0.3054,0.3407,22.3333,42.736,10.0098,37,25,95,41,1.4315,4.584,32.3027,24.64,7.4188,26,7,48,25,0.2729,0.05673,25.2585,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\38_0054-0501.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\38_0054-0501.tif
38,0055-0501,103,2774.8301,501.3058,164.165,45.919,255,75,255,162,0.3203,-0.7062,66.9041,20.3786,20.1753,0,0,75,15,0.6906,-0.4979,37.5856,38.4466,11.5637,36,12,72,36,0.2443,-0.1402,36.9932,87.534,21.6663,105,43,149,87,0.3238,-0.149,47.3459,54.9029,25.3406,45,0,120,60,0.1876,-0.5245,53.3219,13.2524,2.6074,13,7,22,13,0.8055,1.301,11.9315,19.699,5.3849,17,13,39,18,1.505,2.3727,22.6781,4.3981,1.734,3,2,12,4,1.1759,2.4253,4.1849,19.0194,4.0293,16,10,32,19,0.3228,-0.007676,20.2123,19.6214,4.3905,18,13,43,19,2.563,10.4921,22.1575,26.5049,4.3654,29,15,36,27,-0.2282,-0.3334,25.6849,48.3786,15.882,26,23,84,46,0.4563,-0.7538,30.5616,22.5922,2.942,24,16,30,23,-0.04604,-0.442,22.3459,45.4078,10.6416,39,30,83,43,1.1227,1.3714,38.1884,24.3592,5.6149,20,11,39,24,0.1031,0.02195,32.0753,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\39_0055-0501.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\39_0055-0501.tif
39,0057-0510,122,430.2787,511.1803,201.3689,51.4302,255,75,255,211,-0.4588,-1.0562,40.0435,21.3033,24.57,0,0,112,15,1.1544,0.9657,37.8896,46.8361,13.3549,48,24,85,48,0.3272,0.005906,43.2809,114.7049,31.978,111,37,180,118,-0.1614,-0.4346,61.9632,69.2213,31.9479,75,0,135,75,0.04153,-0.4562,56.8896,12.0328,2.1434,10,8,18,12,0.5894,-0.02741,11.0836,17.7459,4.3911,15,12,42,17,3.6205,17.0245,22.5753,8.2295,5.9123,6,2,32,6,2.1797,4.6531,21.5284,21.0738,5.9156,21,11,42,21,1.0466,1.3795,35.689,21.4836,4.2703,21,13,41,21,1.1759,3.2577,22.5452,28.7869,5.7298,29,14,41,29,-0.2136,-0.1029,25.4749,66.918,27.6605,66,8,120,68,-0.2741,-0.4631,32.3779,19.5246,3.1837,18,13,28,19,0.4074,0.03721,32.9532,45.8361,10.644,39,28,81,44,0.8617,0.6717,43.3445,29.0902,12.7422,30,11,106,28,2.9868,13.538,43.408,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\40_0057-0510.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\40_0057-0510.tif
