ID,ROI,Area,X,Y,Mean_cd34,StDev_cd34,Mode_cd34,Min_cd34,Max_cd34,Median_cd34,Skew_cd34,Kurt_cd34,Background_cd34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_nppb,StDev_nppb,Mode_nppb,Min_nppb,Max_nppb,Median_nppb,Skew_nppb,Kurt_nppb,Background_nppb,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_fxyd2,StDev_fxyd2,Mode_fxyd2,Min_fxyd2,Max_fxyd2,Median_fxyd2,Skew_fxyd2,Kurt_fxyd2,Background_fxyd2,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_tubb3,StDev_tubb3,Mode_tubb3,Min_tubb3,Max_tubb3,Median_tubb3,Skew_tubb3,Kurt_tubb3,Background_tubb3,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_piezo2,StDev_piezo2,Mode_piezo2,Min_piezo2,Max_piezo2,Median_piezo2,Skew_piezo2,Kurt_piezo2,Background_piezo2,Mean_s100b,StDev_s100b,Mode_s100b,Min_s100b,Max_s100b,Median_s100b,Skew_s100b,Kurt_s100b,Background_s100b,Cellstack,Thumbnail
144,0803-1845,46,1845.3913,802.7609,87.4783,23.5568,97,41,147,87,0.1671,-0.3359,50.0457,29.087,13.8079,14,4,55,27,0.1508,-1.191,31.7443,51.5,11.3739,49,28,77,50,0.2306,-0.1894,45.4749,42.7826,25.4872,10,6,105,41,0.7808,-0.07367,18.2374,21.8043,7.0699,19,8,47,21,1.1,2.1633,18.7352,86,33.7105,66,30,165,80,0.4987,-0.5413,42.8265,49.7609,13.8599,30,30,89,46,0.9028,0.6427,31.7443,47.0652,7.025,45,29,60,48,-0.3235,-0.2943,47.5297,31.9348,6.1514,29,20,46,32,0.3377,-0.3503,36.0411,64.4783,22.3067,35,28,118,63,0.3181,-0.7973,56.5023,21.3478,3.671,23,13,28,22,-0.4854,-0.2725,19.8493,28.1304,6.9749,23,19,55,26,1.6965,3.506,44.6301,70.2826,11.4652,64,43,97,69,0.2098,0.3855,64.8858,53.3261,12.5469,49,26,80,54,0.08949,-0.4878,37.9406,53.8043,13.5115,41,26,90,53,0.1906,-0.01454,53.9772,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\145_0803-1845.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\145_0803-1845.tif
145,0802-1959,54,1959.4074,802.2778,80.1667,31.753,65,33,211,77,1.5422,3.9733,40.4,28.963,13.9797,24,0,54,31,-0.04942,-0.9871,34.5467,42.2037,12.6542,32,18,80,40,0.7881,0.7846,40.1378,63.6296,31.3503,96,9,134,64,0.153,-0.7772,30.0844,20.8148,7.5638,19,10,43,20,1.214,1.59,17.8756,93.8333,36.772,35,30,177,96,0.2173,-0.7737,47.3511,51.3148,12.2426,39,33,84,49,0.9986,0.2878,37.9778,46.7037,9.0484,46,25,71,47,0.2458,0.6452,44.2667,26.8148,4.413,27,18,38,27,0.3922,-0.3208,25.3022,61.5185,21.8552,66,26,115,66,0.1246,-0.6027,52.4133,19.0741,2.6554,17,14,25,19,0.3163,-0.8402,19.72,24.5,3.7705,21,19,35,24,0.518,-0.1576,23.8844,59.8333,8.9311,57,42,80,59,0.2388,-0.5724,55.6133,35.9444,12.1786,23,17,73,34,0.8303,0.2417,32.7644,50.5185,12.2162,49,19,74,50,0.001555,-0.2405,57.2133,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\146_0802-1959.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\146_0802-1959.tif
146,0739-2036,53,2036.6132,739.1038,75.0943,25.892,43,31,130,72,0.4084,-0.6634,36.9115,25.3585,13.508,35,0,51,27,-0.07425,-0.7297,35.7124,43.9057,11.5313,43,27,83,43,1.2002,1.4829,39.2965,70.7736,34.4057,74,20,156,63,0.8093,-0.02052,72.2876,21.3396,6.4746,21,11,37,21,0.771,0.2299,32.5708,102.4717,44.4763,101,24,177,104,-0.2432,-1.039,74.5088,54,26.0155,32,18,144,50,1.021,1.4781,44.0575,44.1509,15.295,46,16,88,45,0.5556,0.8704,49.3142,48.7925,26.662,32,22,112,38,1.1889,0.07531,51.4558,67.9623,36.6097,47,22,174,55,1.4518,1.1877,73.5221,18.1887,2.7808,20,12,26,18,0.1445,0.3962,25.9204,38.3396,24.439,24,21,140,30,2.7307,7.5897,52.7566,60.9245,11.1145,62,36,91,60,0.4043,0.1921,62.4558,63.4906,33.8206,20,18,183,61,1.0534,1.7895,32.1814,38.5472,10.36,42,14,60,38,-0.03557,-0.1499,40.3717,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\147_0739-2036.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\147_0739-2036.tif
147,0771-1975,72,1975.2222,771.9028,67.0278,26.0763,41,31,169,63,1.0719,1.7612,41.7042,29.2361,13.1261,30,1,58,30,0.04675,-0.6544,27.1417,43.5833,11.5962,35,16,70,42,0.3916,-0.3994,43.05,22.0694,16.2813,13,0,65,18,0.7619,-0.2393,10.975,36.8472,39.5441,13,9,201,24,2.8773,8.08,37.6708,59.1111,35.129,24,17,139,53,0.6738,-0.6443,39.7292,42.2361,18.4471,57,12,93,40,0.5356,-0.3854,29.8708,39.7778,7.231,42,20,53,40,-0.1816,-0.4262,42.0208,49.3889,25.2411,31,23,129,41,1.6859,2.3072,48.275,77.875,28.8732,51,36,148,77,0.6051,-0.4986,72.7917,24.1111,7.9869,21,16,66,22,3.4117,13.6751,26.2458,42.9861,22.373,24,16,100,31,0.8832,-0.4705,36.8458,61.8611,9.265,66,38,87,62,-0.09431,0.1262,60.2042,40.5972,12.6932,32,20,71,37,0.6753,-0.2547,33.4917,56.4167,16.0797,55,31,110,54,0.9399,0.9927,55.2458,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\148_0771-1975.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\148_0771-1975.tif
148,0859-2023,80,2022.925,858.625,75.9875,24.4791,86,11,138,72,0.3545,0.2133,34.7344,18.725,13.6326,0,0,78,18,1.2812,3.3092,30.6602,33.6125,14.6222,28,13,109,31,2.9769,12.3071,47.1289,51.9375,25.4987,65,8,111,48,0.57,-0.2977,47.0664,19.075,8.1672,18,8,50,18,1.5831,2.8523,19.3594,95.5375,17.2142,79,55,136,94,0.1195,-0.06323,53.9805,48.5,15.8354,37,23,95,45,1.0984,0.5194,40.6641,64.5875,25.0214,49,30,129,56,0.8191,-0.2722,59.6992,31.8,16.5609,23,14,98,25,2.0073,4.053,26.7852,51.25,13.8019,44,31,91,50,0.9854,0.6951,41.0742,16.6,2.468,17,11,23,17,0.4665,0.3993,16.2617,21.4875,3.0894,20,15,33,21,0.7936,1.3752,23.5664,51.75,10.2581,54,25,72,51,-0.0189,-0.4417,55.9727,38.15,10.6725,47,14,65,39,-0.02213,-0.4088,27.3438,35.9625,11.9815,28,11,70,35,0.3522,-0.07064,34.4062,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\149_0859-2023.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\149_0859-2023.tif
149,0793-1967,18,1967.1667,793.8333,77.1111,25.5617,82,43,154,72,1.4414,2.5588,44.1159,28.5556,15.0146,18,4,66,28,0.7558,0.3727,28.128,39.5,9.3069,27,24,54,40,-0.09551,-1.0234,40.8354,33.0556,21.8106,17,13,82,27,1.3559,0.5573,17,19.9444,7.3362,26,8,34,20,0.1584,-1.0037,17.6951,55.7778,13.9476,57,26,72,58,-0.7145,-0.5862,41.4329,40.7778,13.5974,25,24,62,40,0.2337,-1.4094,34.128,39.7778,7.472,40,28,54,40,0.2027,-0.6848,39.0305,26.3889,3.2201,26,21,33,26,0.1057,-0.4906,32.3598,55.3889,29.7917,23,23,116,51,0.8399,-0.5298,49.5549,19.7222,2.5392,19,17,27,19,1.3632,1.749,19.5244,24.6667,3.5645,23,17,32,24,0.1372,0.02572,28.7256,56.7778,7.735,59,40,72,59,-0.0719,-0.1498,55.3354,42.3889,11.9171,35,21,63,44,-0.06748,-0.8964,34.8354,56.1111,14.8874,67,29,77,58,-0.5191,-0.9256,52.0671,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\150_0793-1967.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\150_0793-1967.tif
150,0579-2487,110,2487.0455,578.6727,122.9909,28.3693,88,69,190,123,0.2456,-0.627,55.7893,33.9182,16.2882,31,0,84,35,0.1728,0.213,34.2607,51.1545,10.5153,46,30,84,51,0.499,0.2167,44.8321,64.6727,33.3082,45,8,167,57,0.8416,0.4399,15.6607,26.3182,8.8244,26,11,54,26,0.6127,0.418,19.8571,104.3,23.2215,90,40,151,107,-0.3655,0.0197,32.4857,60.1545,15.2762,57,21,103,58,0.06165,0.2734,25.0607,55.6727,8.97,48,33,79,55,0.1892,0.04582,54.025,33.5091,4.9544,33,21,46,33,-0.05826,-0.0539,28.0036,69.6091,28.8222,47,26,165,62,1.3724,1.8773,102.3786,22.1,3.7219,20,15,32,22,0.084,-0.5609,20.9286,26.9273,3.9018,24,19,38,27,0.4645,-0.1245,28.0357,76.9364,11.5356,83,44,106,77,0.1035,-0.1323,66.7071,90.9545,26.5428,76,27,203,86,1.0546,2.4854,46.2786,74.7273,20.2833,79,32,144,73,0.8939,1.0571,86.3071,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\151_0579-2487.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\151_0579-2487.tif
151,0671-2565,158,2565.3734,671.2215,97.1456,27.0792,85,41,175,94,0.4989,-0.0707,56.5046,40.3608,15.2763,35,3,88,39,0.2823,0.001156,41.9083,56.5127,11.7287,50,30,83,57,-0.01956,-0.573,53.4557,57.8101,34.8935,38,7,167,48,1.0038,0.5275,50.5902,29.8481,11.3031,24,13,97,27,2.0857,7.5282,30.844,98.0063,31.6499,76,42,198,92,0.5992,-0.2293,74.2691,53.4557,18.5625,45,15,113,50,0.8634,0.5279,49.0092,68.7025,26.4458,51,31,152,62,1.4569,1.5313,73.581,48.6582,20.8011,36,20,116,41,0.9661,0.09693,41.4557,76.4051,26.6552,61,25,157,74,0.5008,-0.1963,76.5076,25.3101,4.7804,24,16,56,25,1.8186,9.4239,27.5138,44.8228,26.0251,30,19,123,30,1.1943,0.3363,39.4557,92.519,23.6702,89,62,180,86,1.5279,2.3957,95.5291,64.2975,16.3721,57,36,152,63,1.7424,6.0738,44.1009,72.4557,22.2314,60,20,147,69,1.0861,1.5071,68.8899,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\152_0671-2565.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\152_0671-2565.tif
152,0679-2552,95,2551.3421,678.8895,83.9789,16.5072,72,57,157,83,1.1554,2.6998,62.0836,46.7263,15.052,36,10,86,46,0.2385,-0.1785,42.9791,61.4842,11.4305,70,33,91,62,-0.0115,-0.352,55,28.8632,12.8383,22,6,67,27,0.7904,0.655,27.6202,27.9579,8.0529,26,14,50,27,0.4152,-0.5028,24.5226,82.3474,18.8549,65,48,137,81,0.579,0.07587,58.7805,43.2737,10.0863,45,22,64,42,-0.06739,-0.5665,33.3728,61.2421,10.5887,53,39,91,61,0.3115,-0.127,58.9965,42.3263,7.5603,44,28,72,42,0.6127,1.3165,42.5296,107.4105,28.6094,92,60,173,102,0.4504,-0.7616,101.4251,25.5684,3.8417,23,17,36,25,-0.0602,-0.3235,24.8293,42.0211,22.2859,27,20,90,31,1.106,-0.3358,51.1603,82.8211,10.4362,80,59,111,82,0.2281,-0.09609,79.9652,64.2316,12.3602,57,31,94,64,0.05351,-0.1791,46.439,98.9474,16.4021,100,53,148,99,0.1456,1.191,84.2509,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\153_0679-2552.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\153_0679-2552.tif
153,0681-2526,205,2526.3634,680.661,81.9854,20.8903,71,41,161,80,0.8338,1.0496,51.8346,38.361,13.4174,42,0,81,39,-0.006808,0.05586,35.5113,53.8976,10.6506,57,27,87,53,0.2964,0.0751,51.2857,98.1659,71.1251,255,7,255,79,0.9009,-0.2261,28.8997,30.9024,12.7595,25,9,98,28,1.6533,4.4896,21.5664,133.9122,42.3686,111,40,232,133,0.09552,-0.5337,53.2356,78.2878,31.8504,39,28,159,72,0.6104,-0.419,34.3634,73.5463,30.5889,44,26,160,65,0.7774,-0.2792,53.609,41.3122,14.3349,32,17,107,38,1.8071,4.415,36.5639,70.0098,20.525,51,33,131,68,0.566,-0.1071,75.6917,26.4829,6.3482,25,12,54,25,1.7663,4.5735,24.9048,26.9902,4.3836,29,18,39,27,0.2026,-0.4607,35.5338,98.2878,29.1393,78,53,216,91,1.0832,1.1148,78.3434,70.322,23.0935,57,26,165,67,1.1872,2.4179,47.1579,65.9951,14.4915,73,33,105,66,0.1725,-0.3352,74.416,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\154_0681-2526.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\154_0681-2526.tif
154,0739-2382,156,2381.7692,739.6923,132.75,52.3744,83,28,241,136,-0.0123,-0.7518,34.9843,23.3462,16.1272,0,0,62,21,0.4726,-0.441,25.1006,46.4167,10.0373,39,22,73,47,0.1099,-0.4348,40.8176,73.3846,46.3818,14,5,203,67,0.7285,-0.07421,8.9434,22.0897,7.189,18,9,53,21,1.0666,1.8074,15.7704,100.109,45.7266,134,11,188,98,-0.02021,-0.9467,16.2233,50.859,15.3314,55,22,92,52,0.2098,-0.3347,23.5094,43.4744,8.5273,43,21,64,43,0.07292,-0.4466,35.6447,28.9038,5.4177,26,15,43,28,0.4294,0.02729,22.9497,50.9551,19.0108,55,14,103,49,0.5853,0.09468,28.8396,21.0256,3.3772,22,14,30,21,0.491,0.3905,18.9182,25.2179,3.9778,23,16,34,25,0.06425,-0.6182,22.9843,72.0385,12.7643,78,45,109,72,0.1589,-0.2499,57.3176,75.9231,37.3837,27,19,213,78,0.3926,-0.05627,27.805,57.7564,13.9771,54,27,96,57,0.00175,-0.4352,52.7673,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\155_0739-2382.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\155_0739-2382.tif
155,0696-2432,68,2431.8676,695.8824,86,20.1864,63,38,142,88,0.1056,-0.05282,41.5149,29.2206,17.1263,16,2,88,26,1.1387,1.4489,26.6894,47.1471,12.2136,37,21,74,48,0.192,-0.7863,41.4979,29,17.403,22,4,99,25,1.8846,4.7397,11.7362,26.1618,10.5768,21,13,76,24,2.2468,6.9898,17.6553,93.7647,35.9864,66,41,184,84,0.6464,-0.5499,22.9787,40.1765,11.2209,36,21,77,39,0.8646,1.0998,25.7064,48.5882,10.8204,43,28,81,48,0.6963,0.6339,49.0043,31.5147,7.156,26,18,60,31,1.5762,4.2144,24.3447,49.9559,15.6419,34,29,104,46,1.2315,1.541,44.7872,21.9853,3.0882,22,15,31,22,0.167,0.3191,19.4298,30.9706,12.5103,25,16,100,29,3.5468,14.7808,39.3915,74.0588,15.5582,74,47,134,74,0.7383,1.9641,60.5319,50.3971,16.1598,35,21,105,49,1.0167,1.5459,30.5234,56.9412,14.0966,53,27,89,56,0.2723,-0.4674,57.9787,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\156_0696-2432.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\156_0696-2432.tif
156,0788-2429,86,2429.814,788.3605,98.7209,22.6776,72,54,176,99,0.6764,0.9457,46.6654,29.4302,12.9747,30,0,69,29,0.352,0.4928,27.8571,48.686,10.8012,47,23,79,48,0.3794,0.2512,43.9361,51.7209,24.8064,42,13,116,46,0.6535,-0.1293,26.5752,21.2791,6.6733,20,9,35,21,0.2369,-0.7299,19.7932,105.4186,26.8203,114,43,171,106,-0.04225,-0.06054,34.7632,44.5116,11.0823,41,24,80,43,0.8093,0.8117,26.1278,44.2674,7.4177,40,29,69,43,0.8749,1.2454,40.8872,36.2674,9.657,29,20,59,34,0.5763,-0.6791,37.1692,61.6047,21.0273,52,24,147,60,1.0748,2.3481,77.7293,22.1047,3.7824,20,15,34,22,0.5194,0.1696,23.391,38.2326,19.3984,24,15,107,33,1.7579,2.9296,52.906,73.0465,10.3593,73,49,98,74,0.002397,-0.3446,68.6391,67.8837,21.3649,65,28,158,65,1.2925,3.2101,32.7481,65.8256,20.2311,55,41,132,60,1.2206,1.2783,65.8346,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\157_0788-2429.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\157_0788-2429.tif
157,0792-2498,108,2498.1204,792.0648,94.963,24.7318,74,34,181,92,0.7754,0.9691,49.8401,66.287,30.2052,74,13,150,66,0.4768,-0.05623,55.0986,57.3333,13.0463,60,28,96,57,0.3145,0.06914,49.1939,104.8241,56.149,58,7,255,107,0.6717,0.2804,44.6293,30.8704,10.0625,19,12,54,30,0.3591,-0.5303,23.8129,147.4074,38.1022,50,50,213,155,-0.6975,-0.1659,58.2619,79.713,19.3198,65,36,122,78,0.003556,-0.3414,37.2551,58.6667,12.5549,54,27,85,58,0.03372,-0.6261,51.2381,36.9167,6.0297,36,22,52,36,0.003496,-0.00364,41.0612,92.5556,23.4323,64,45,163,92,0.5088,0.4804,82.2041,23.5,3.0217,21,18,31,23,0.2665,-0.7944,21.7313,32.2778,7.3151,30,19,57,31,0.9833,1.4935,49.3333,78.9259,13.8251,76,38,109,80,-0.189,0.1129,71.5918,67.8519,17.497,58,30,123,66,0.3575,0.02651,36.7823,70.0278,17.9274,67,31,114,69,0.08459,-0.5034,73.5476,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\158_0792-2498.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\158_0792-2498.tif
158,0798-2514,94,2514.766,797.7979,81.9362,17.9873,77,32,139,82,0.4218,0.9779,54.2519,42.5319,17.6986,50,0,100,42,0.2773,0.4581,41.4963,57.0532,11.9194,61,29,88,57,0.1811,0.07547,50.4852,11.7128,5.1277,12,0,25,12,0.509,0.1449,12.6481,22.4787,5.6582,24,11,38,23,0.2732,0.1753,21.3259,26.766,4.8536,26,16,43,26,0.6773,0.9977,33.6444,24.0532,5.4088,23,11,34,24,-0.1277,-0.4994,24.5148,53.5,6.6426,50,37,73,53,0.5271,0.4649,52.2926,34.4362,5.4488,33,22,48,34,0.07753,0.04705,31.8296,106.0957,24.7139,111,56,162,108,-0.1299,-0.4793,87.5667,23.6809,3.7851,22,16,34,23,0.4702,-0.113,22.5037,27.883,4.4742,27,15,41,27,0.3325,0.4582,31.4407,70.8298,10.746,64,48,98,70,0.2217,-0.4368,68.5852,59.234,15.2847,53,34,122,57,1.3644,3.5164,42.3926,126.8617,22.4272,93,76,180,130,-0.07674,-0.7143,100.8815,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\159_0798-2514.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\159_0798-2514.tif
159,0797-2545,91,2544.7198,796.5879,79.3077,15.8813,68,39,127,79,0.3395,0.4929,60.2928,46.0769,15.0128,39,16,83,45,0.2888,-0.4723,51.2167,60.9231,11.5135,68,40,85,61,0.1467,-0.7683,57.6464,12.7692,6.0536,14,0,30,12,0.6464,0.3858,16.4867,24.8022,6.1196,22,13,49,24,0.9005,1.973,24.5589,31.8132,6.1625,28,17,47,32,0.2628,-0.3136,38.0152,30.5165,8.993,36,13,50,32,0.01927,-0.7573,24.3916,58.4396,8.0266,54,40,79,58,0.1006,-0.01826,63.9087,41.2967,5.3531,38,28,52,41,-0.06708,-0.3455,37.8593,162.0659,32.8934,178,90,228,163,-0.08311,-0.2951,160.9962,26.8242,4.2494,24,16,40,27,0.3864,0.6755,25.7643,31.6813,5.5033,28,19,47,32,0.1625,0.09546,46.0076,84.5495,13.5132,87,53,114,85,-0.003373,-0.04081,79.9848,61.3297,10.2806,61,40,88,61,0.3206,-0.2817,54.9886,122.956,21.6635,112,78,170,122,0.09599,-0.5603,122.6958,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\160_0797-2545.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\160_0797-2545.tif
160,0862-2419,55,2418.7727,861.9545,88.6727,23.0579,87,47,154,86,0.7209,0.9114,52.048,28.7091,14.1849,26,0,63,28,0.1478,-0.2909,28.3537,44.8182,11.3155,45,18,82,45,0.3576,1.3258,40.9869,72.1818,30.1276,48,20,163,66,0.5623,0.1161,48.4716,20.5091,6.0273,20,9,36,20,0.3186,-0.2696,20.2052,101.4364,22.2059,86,60,158,97,0.5632,-0.07012,71.5328,54.6909,12.1425,50,24,75,56,-0.5274,-0.2743,40.4672,40.2364,5.3019,42,25,54,41,-0.2523,0.7613,46.2052,27.9455,3.5716,31,20,35,28,-0.1765,-0.5873,24.1921,49.3818,11.1679,37,28,72,51,-0.03927,-0.7819,54.441,20.4545,3.2422,23,14,28,20,0.1556,-0.5596,20.1223,24.5091,3.4095,23,15,30,25,-0.4112,0.02616,28.559,71.8545,12.4654,66,46,103,72,0.1648,-0.3808,70.4847,104.0545,37.2317,76,49,206,94,0.9711,0.0424,49.7074,52.5273,15.4475,56,17,86,52,-0.008112,-0.4048,60.8821,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\161_0862-2419.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\161_0862-2419.tif
161,0776-2403,50,2403.92,776.02,81.46,21.7211,56,41,135,82,0.2697,-0.4099,44.79,29.26,14.7438,21,2,68,28,0.5625,0.2092,27.6849,52.32,12.7958,38,26,75,54,-0.1543,-0.885,44.3653,48.08,27.8867,20,8,116,45,0.6799,-0.1622,15.7489,21.72,6.0476,18,13,42,21,1.2212,1.6657,17.968,62.96,33.0664,23,16,136,57,0.3892,-0.9568,30.6758,45.72,16.2532,28,24,83,45,0.5986,-0.7477,28.4384,42.38,8.1363,40,28,59,43,0.06921,-0.622,39.621,46.14,23.237,28,14,93,38,0.5715,-1.0761,33.2648,69.7,26.237,77,31,118,74,0.145,-1.1014,44.8995,30.02,10.3716,24,18,57,26,1.1971,0.42,21.7352,49.88,30.0446,28,19,114,32,0.7847,-0.8832,32.0731,76.68,13.2718,69,47,105,77,-0.2108,-0.1746,66.411,58.16,21.3421,42,27,137,53,1.5526,3.1846,34.4292,60.78,14.2633,38,38,100,60,0.5506,0.05166,56.2831,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\162_0776-2403.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\162_0776-2403.tif
162,0710-2563,110,2563.8636,710.5,78.2455,16.1979,87,36,128,78,0.4451,0.3534,51.7188,41.3091,13.1859,26,9,76,41,0.04212,-0.2278,33.2083,50.7455,9.9332,47,30,79,49,0.6375,0.08493,41.5347,10.7545,5.3727,11,1,29,10,0.7395,0.7079,10.3646,23.6091,5.7119,20,9,39,23,0.2638,-0.2707,19.3229,25.5727,6.3844,24,16,57,24,2.0773,6.6364,23.0799,23.8727,7.4736,25,10,43,25,0.3934,-0.3267,24.066,52.3091,7.7941,53,24,71,53,0.05709,0.9554,44.6354,35.0545,5.7211,34,17,51,34,-0.0937,0.5513,28.3056,134.8091,38.5595,117,74,220,127,0.5372,-0.6773,59.6493,23.6091,2.8352,22,17,29,24,-0.1209,-0.6938,19.8194,54.8455,12.1377,49,28,87,55,0.3037,-0.2644,33.1667,73.5909,10.3261,78,49,104,74,0.2392,0.1352,60.9757,33.6364,4.779,29,24,46,33,0.4513,-0.3133,27.1319,84.5091,14.8884,86,41,117,86,-0.5004,-0.0257,58.1458,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\163_0710-2563.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\163_0710-2563.tif
163,0155-2754,47,2753.8191,154.7979,79.4681,19.2081,76,46,132,80,0.1578,-0.2368,34.816,70.2553,17.8465,53,34,116,69,0.1546,-0.3841,28.75,55.0213,12.1718,54,33,92,54,0.4675,0.4925,26.3019,17.4255,7.5606,19,4,35,18,0.2945,-0.4473,7.9623,26.0213,7.8754,25,11,44,26,0.1147,-0.5236,15.6274,14.1915,3.3663,18,7,20,14,-0.2885,-0.6193,8.7358,41.766,6.5149,36,27,57,42,-0.09453,-0.3256,24.0708,69.9362,14.1535,71,41,112,71,0.5265,0.5586,39.5566,54.9574,15.461,56,31,90,56,0.2454,-0.8415,25.7925,36.1489,7.5209,35,22,57,35,0.3438,-0.2331,18.75,24.5745,4.6239,22,17,35,24,0.3675,-0.7184,17.0472,31.6596,5.3701,27,23,42,32,0.1877,-1.0183,20.9953,90.234,17.2302,84,58,131,89,0.4543,-0.212,50.3585,31.9362,5.435,36,20,42,32,-0.04363,-0.7965,18.5566,79.6809,23.0539,57,34,128,74,0.3089,-0.8179,40.033,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\164_0155-2754.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\164_0155-2754.tif
